\c bd_magasin_0_8
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (1, 'DOU', 'Béatrice', '1998-03-10', 'F', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (2, 'CHAUVIERE', 'Stanislas', '1998-02-07', 'M', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (3, 'PAUME', 'Carole', '1998-02-01', 'F', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (4, 'PROUX', 'François', '2002-04-20', 'M', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (5, 'LOIAL', 'Roger', '1998-01-14', 'M', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (6, 'ARTOLA', 'Jacques', '2002-04-19', 'M', 2);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (7, 'DUGROSPREZ', 'Gladys', '1998-09-14', 'F', 4);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (8, 'BELVEZE', 'Jean', '2004-03-07', 'M', 6);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (9, 'TRIQUENAUX', 'Maurice', '1998-03-28', 'M', 4);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (10, 'BIASINI', 'Raoul', '1998-02-27', 'M', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (11, 'PETITDIDIER', 'Céline', '2004-03-07', 'F', 6);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (12, 'CHEVALLAY', 'Marine', '1998-09-11', 'F', 1);
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (1, 1, 27, 'avenue', 'de la Libération', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (14, 1, 51, 'place', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (15, 1, 60, 'impasse', 'de la République', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (16, 1, 40, 'rue', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (17, 1, 10, 'avenue', 'de la République', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (18, 1, 63, 'avenue', 'du Marché', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (19, 1, 61, 'boulevard', 'du Marché', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (20, 1, 60, 'impasse', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (21, 1, 26, 'boulevard', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (22, 1, 66, 'impasse', 'Jules Verne', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (23, 1, 72, 'boulevard', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (24, 1, 35, 'place', 'des Accacias', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (25, 1, 23, 'allée', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (26, 1, 96, 'avenue', 'de la République', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (27, 1, 92, 'boulevard', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (28, 1, 37, 'avenue', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (29, 1, 16, 'impasse', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (30, 1, 19, 'boulevard', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (31, 1, 47, 'place', 'du Marché', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (32, 1, 97, 'impasse', 'du Paradis', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (33, 1, 57, 'avenue', 'de la Libération', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (34, 1, 89, 'allée', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (35, 1, 30, 'place', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (36, 1, 4, 'avenue', 'de la République', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (37, 1, 50, 'boulevard', 'Victor Hugo', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (38, 1, 47, 'impasse', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (39, 1, 42, 'place', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (40, 1, 48, 'impasse', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (41, 1, 75, 'rue', 'du Paradis', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (42, 1, 83, 'impasse', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (43, 1, 75, 'rue', 'Jean Mermoz', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (44, 1, 82, 'allée', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (45, 1, 86, 'boulevard', 'des Accacias', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (46, 1, 48, 'avenue', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (47, 1, 82, 'rue', 'du Paradis', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (48, 1, 31, 'place', 'des Accacias', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (49, 1, 22, 'boulevard', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (50, 1, 28, 'place', 'des Accacias', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (51, 1, 93, 'impasse', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (52, 1, 4, 'avenue', 'du Paradis', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (53, 1, 90, 'rue', 'du Marché', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (54, 1, 56, 'rue', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (55, 1, 26, 'avenue', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (56, 1, 66, 'rue', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (57, 1, 64, 'place', 'de la Libération', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (58, 1, 10, 'allée', 'du Marché', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (59, 1, 33, 'allée', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (60, 1, 19, 'place', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (61, 1, 47, 'boulevard', 'Jules Verne', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (62, 1, 26, 'boulevard', 'des Accacias', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (63, 1, 48, 'place', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (64, 1, 22, 'place', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (65, 1, 56, 'boulevard', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (66, 1, 9, 'rue', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (67, 1, 71, 'rue', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (68, 1, 38, 'impasse', 'des Accacias', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (69, 2, 14, 'rue', 'du Paradis', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (70, 2, 63, 'impasse', 'de la Libération', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (71, 2, 60, 'boulevard', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (72, 2, 85, 'place', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (73, 2, 94, 'rue', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (74, 2, 29, 'place', 'Jules Verne', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (75, 2, 89, 'allée', 'Victor Hugo', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (76, 2, 23, 'allée', 'du Paradis', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (77, 2, 28, 'allée', 'Victor Hugo', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (78, 2, 35, 'impasse', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (79, 2, 56, 'place', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (80, 2, 25, 'impasse', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (81, 2, 55, 'avenue', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (82, 2, 2, 'impasse', 'des Accacias', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (83, 2, 21, 'avenue', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (84, 2, 34, 'impasse', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (85, 2, 62, 'rue', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (86, 2, 74, 'boulevard', 'des Accacias', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (87, 2, 64, 'boulevard', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (88, 2, 14, 'impasse', 'Victor Hugo', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (89, 2, 56, 'impasse', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (90, 2, 72, 'avenue', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (91, 2, 93, 'allée', 'du Marché', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (92, 2, 90, 'avenue', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (93, 2, 48, 'place', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (94, 2, 87, 'place', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (95, 2, 55, 'boulevard', 'Jean Mermoz', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (96, 2, 80, 'avenue', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (97, 2, 72, 'boulevard', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (98, 2, 100, 'rue', 'du Marché', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (99, 2, 30, 'place', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (100, 2, 46, 'boulevard', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (101, 2, 8, 'boulevard', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (102, 2, 45, 'impasse', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (103, 2, 41, 'boulevard', 'de la République', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (104, 2, 40, 'allée', 'du Marché', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (105, 2, 45, 'boulevard', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (106, 2, 91, 'avenue', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (107, 2, 34, 'impasse', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (108, 2, 83, 'avenue', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (109, 2, 41, 'place', 'du Paradis', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (110, 2, 76, 'impasse', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (111, 2, 82, 'impasse', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (112, 2, 21, 'place', 'de la Libération', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (113, 2, 29, 'impasse', 'du Marché', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (114, 2, 51, 'place', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (115, 2, 59, 'place', 'de la République', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (116, 2, 13, 'impasse', 'Jules Verne', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (117, 2, 22, 'place', 'de la Libération', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (118, 2, 85, 'allée', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (119, 2, 29, 'avenue', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (120, 2, 16, 'boulevard', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (121, 2, 55, 'place', 'de la Libération', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (122, 2, 73, 'allée', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (123, 2, 13, 'place', 'des Accacias', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (124, 2, 82, 'place', 'du Paradis', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (125, 2, 34, 'impasse', 'du Paradis', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (126, 2, 4, 'impasse', 'Victor Hugo', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (127, 2, 75, 'place', 'des Accacias', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (128, 2, 61, 'impasse', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (129, 2, 23, 'avenue', 'de la Libération', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (130, 2, 41, 'avenue', 'de la Libération', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (131, 2, 75, 'boulevard', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (132, 2, 15, 'place', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (133, 2, 24, 'place', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (134, 2, 54, 'boulevard', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (135, 2, 49, 'place', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (136, 2, 34, 'impasse', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (137, 2, 17, 'boulevard', 'Jean Mermoz', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (138, 2, 64, 'avenue', 'de la République', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (139, 3, 77, 'boulevard', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (140, 3, 78, 'avenue', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (141, 3, 90, 'place', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (142, 3, 78, 'avenue', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (143, 3, 62, 'place', 'de la République', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (144, 3, 35, 'boulevard', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (145, 3, 46, 'impasse', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (146, 3, 84, 'avenue', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (147, 3, 70, 'avenue', 'Jean Mermoz', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (148, 3, 2, 'boulevard', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (149, 3, 10, 'avenue', 'de la République', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (150, 3, 59, 'avenue', 'Victor Hugo', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (151, 3, 52, 'avenue', 'des Accacias', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (152, 3, 13, 'avenue', 'de la République', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (153, 3, 94, 'rue', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (154, 3, 92, 'boulevard', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (155, 3, 27, 'allée', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (156, 3, 59, 'rue', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (157, 3, 9, 'avenue', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (158, 3, 50, 'impasse', 'Jules Verne', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (159, 3, 36, 'allée', 'des Accacias', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (160, 3, 4, 'allée', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (161, 3, 46, 'boulevard', 'Victor Hugo', '52000', 'chaumont');
